filename,w,t,a,b,abtype
abtype1_w30_t0.343.libsvm,30,0.343,900,100,1
abtype1_w30_t0.359.libsvm,30,0.359,900,100,1
abtype1_w30_t0.374.libsvm,30,0.374,900,100,1
abtype1_w30_t0.39.libsvm,30,0.39,900,100,1
abtype1_w30_t0.405.libsvm,30,0.405,900,100,1
abtype1_w30_t0.42.libsvm,30,0.42,900,100,1
abtype1_w30_t0.436.libsvm,30,0.436,900,100,1
abtype1_w30_t0.451.libsvm,30,0.451,900,100,1
abtype1_w30_t0.467.libsvm,30,0.467,900,100,1
abtype1_w30_t0.482.libsvm,30,0.482,900,100,1
abtype1_w30_t0.497.libsvm,30,0.497,900,100,1
abtype1_w30_t0.513.libsvm,30,0.513,900,100,1
abtype1_w30_t0.528.libsvm,30,0.528,900,100,1
abtype1_w30_t0.543.libsvm,30,0.543,900,100,1
abtype1_w30_t0.559.libsvm,30,0.559,900,100,1
abtype1_w30_t0.574.libsvm,30,0.574,900,100,1
abtype1_w30_t0.59.libsvm,30,0.59,900,100,1
abtype1_w30_t0.605.libsvm,30,0.605,900,100,1
abtype1_w35_t0.005.libsvm,35,0.005,900,100,1
abtype1_w35_t0.02.libsvm,35,0.02,900,100,1
abtype1_w35_t0.036.libsvm,35,0.036,900,100,1
abtype1_w35_t0.051.libsvm,35,0.051,900,100,1
abtype1_w35_t0.067.libsvm,35,0.067,900,100,1
abtype1_w35_t0.082.libsvm,35,0.082,900,100,1
abtype1_w35_t0.097.libsvm,35,0.097,900,100,1
abtype1_w35_t0.113.libsvm,35,0.113,900,100,1
abtype1_w35_t0.128.libsvm,35,0.128,900,100,1
abtype1_w35_t0.143.libsvm,35,0.143,900,100,1
abtype1_w35_t0.159.libsvm,35,0.159,900,100,1
abtype1_w35_t0.174.libsvm,35,0.174,900,100,1
abtype1_w35_t0.19.libsvm,35,0.19,900,100,1
abtype1_w35_t0.205.libsvm,35,0.205,900,100,1
abtype1_w35_t0.22.libsvm,35,0.22,900,100,1
abtype1_w35_t0.236.libsvm,35,0.236,900,100,1
abtype1_w35_t0.251.libsvm,35,0.251,900,100,1
abtype1_w35_t0.267.libsvm,35,0.267,900,100,1
abtype1_w35_t0.282.libsvm,35,0.282,900,100,1
abtype1_w35_t0.297.libsvm,35,0.297,900,100,1
abtype1_w35_t0.313.libsvm,35,0.313,900,100,1
abtype1_w35_t0.328.libsvm,35,0.328,900,100,1
abtype1_w35_t0.343.libsvm,35,0.343,900,100,1
abtype1_w35_t0.359.libsvm,35,0.359,900,100,1
abtype1_w35_t0.374.libsvm,35,0.374,900,100,1
abtype1_w35_t0.39.libsvm,35,0.39,900,100,1
abtype1_w35_t0.405.libsvm,35,0.405,900,100,1
abtype1_w35_t0.42.libsvm,35,0.42,900,100,1
abtype1_w35_t0.436.libsvm,35,0.436,900,100,1
abtype1_w35_t0.451.libsvm,35,0.451,900,100,1
abtype1_w35_t0.467.libsvm,35,0.467,900,100,1
abtype1_w35_t0.482.libsvm,35,0.482,900,100,1
abtype1_w35_t0.497.libsvm,35,0.497,900,100,1
abtype1_w35_t0.513.libsvm,35,0.513,900,100,1
abtype1_w35_t0.528.libsvm,35,0.528,900,100,1
abtype1_w35_t0.543.libsvm,35,0.543,900,100,1
abtype1_w35_t0.559.libsvm,35,0.559,900,100,1
abtype1_w35_t0.574.libsvm,35,0.574,900,100,1
abtype1_w35_t0.59.libsvm,35,0.59,900,100,1
abtype1_w35_t0.605.libsvm,35,0.605,900,100,1
abtype1_w40_t0.005.libsvm,40,0.005,900,100,1
abtype1_w40_t0.02.libsvm,40,0.02,900,100,1
abtype1_w40_t0.036.libsvm,40,0.036,900,100,1
abtype1_w40_t0.051.libsvm,40,0.051,900,100,1
abtype1_w40_t0.067.libsvm,40,0.067,900,100,1
abtype1_w40_t0.082.libsvm,40,0.082,900,100,1
abtype1_w40_t0.097.libsvm,40,0.097,900,100,1
abtype1_w40_t0.113.libsvm,40,0.113,900,100,1
abtype1_w40_t0.128.libsvm,40,0.128,900,100,1
abtype1_w40_t0.143.libsvm,40,0.143,900,100,1
abtype1_w40_t0.159.libsvm,40,0.159,900,100,1
abtype1_w40_t0.174.libsvm,40,0.174,900,100,1
abtype1_w40_t0.19.libsvm,40,0.19,900,100,1
abtype1_w40_t0.205.libsvm,40,0.205,900,100,1
abtype1_w40_t0.22.libsvm,40,0.22,900,100,1
abtype1_w40_t0.236.libsvm,40,0.236,900,100,1
abtype1_w40_t0.251.libsvm,40,0.251,900,100,1
abtype1_w40_t0.267.libsvm,40,0.267,900,100,1
abtype1_w40_t0.282.libsvm,40,0.282,900,100,1
abtype1_w40_t0.297.libsvm,40,0.297,900,100,1
abtype1_w40_t0.313.libsvm,40,0.313,900,100,1
abtype1_w40_t0.328.libsvm,40,0.328,900,100,1
abtype1_w40_t0.343.libsvm,40,0.343,900,100,1
abtype1_w40_t0.359.libsvm,40,0.359,900,100,1
abtype1_w40_t0.374.libsvm,40,0.374,900,100,1
abtype1_w40_t0.39.libsvm,40,0.39,900,100,1
abtype1_w40_t0.405.libsvm,40,0.405,900,100,1
abtype1_w40_t0.42.libsvm,40,0.42,900,100,1
abtype1_w40_t0.436.libsvm,40,0.436,900,100,1
abtype1_w40_t0.451.libsvm,40,0.451,900,100,1
abtype1_w40_t0.467.libsvm,40,0.467,900,100,1
abtype1_w40_t0.482.libsvm,40,0.482,900,100,1
abtype1_w40_t0.497.libsvm,40,0.497,900,100,1
abtype1_w40_t0.513.libsvm,40,0.513,900,100,1
abtype1_w40_t0.528.libsvm,40,0.528,900,100,1
abtype1_w40_t0.543.libsvm,40,0.543,900,100,1
abtype1_w40_t0.559.libsvm,40,0.559,900,100,1
abtype1_w40_t0.574.libsvm,40,0.574,900,100,1
abtype1_w40_t0.59.libsvm,40,0.59,900,100,1
abtype1_w40_t0.605.libsvm,40,0.605,900,100,1
abtype1_w45_t0.005.libsvm,45,0.005,900,100,1
abtype1_w45_t0.02.libsvm,45,0.02,900,100,1
abtype1_w45_t0.036.libsvm,45,0.036,900,100,1
abtype1_w45_t0.051.libsvm,45,0.051,900,100,1
abtype1_w45_t0.067.libsvm,45,0.067,900,100,1
abtype1_w45_t0.082.libsvm,45,0.082,900,100,1
abtype1_w45_t0.097.libsvm,45,0.097,900,100,1
abtype1_w45_t0.113.libsvm,45,0.113,900,100,1
abtype1_w45_t0.128.libsvm,45,0.128,900,100,1
abtype1_w45_t0.143.libsvm,45,0.143,900,100,1
abtype1_w45_t0.159.libsvm,45,0.159,900,100,1
abtype1_w45_t0.174.libsvm,45,0.174,900,100,1
abtype1_w45_t0.19.libsvm,45,0.19,900,100,1
abtype1_w45_t0.205.libsvm,45,0.205,900,100,1
abtype1_w45_t0.22.libsvm,45,0.22,900,100,1
abtype1_w45_t0.236.libsvm,45,0.236,900,100,1
abtype1_w45_t0.251.libsvm,45,0.251,900,100,1
abtype1_w45_t0.267.libsvm,45,0.267,900,100,1
abtype1_w45_t0.282.libsvm,45,0.282,900,100,1
abtype1_w45_t0.297.libsvm,45,0.297,900,100,1
abtype1_w45_t0.313.libsvm,45,0.313,900,100,1
abtype1_w45_t0.328.libsvm,45,0.328,900,100,1
abtype1_w45_t0.343.libsvm,45,0.343,900,100,1
abtype1_w45_t0.359.libsvm,45,0.359,900,100,1
abtype1_w45_t0.374.libsvm,45,0.374,900,100,1
abtype1_w45_t0.39.libsvm,45,0.39,900,100,1
abtype1_w45_t0.405.libsvm,45,0.405,900,100,1
abtype1_w45_t0.42.libsvm,45,0.42,900,100,1
abtype1_w45_t0.436.libsvm,45,0.436,900,100,1
abtype1_w45_t0.451.libsvm,45,0.451,900,100,1
abtype1_w45_t0.467.libsvm,45,0.467,900,100,1
abtype1_w45_t0.482.libsvm,45,0.482,900,100,1
abtype1_w45_t0.497.libsvm,45,0.497,900,100,1
abtype1_w45_t0.513.libsvm,45,0.513,900,100,1
abtype1_w45_t0.528.libsvm,45,0.528,900,100,1
abtype1_w45_t0.543.libsvm,45,0.543,900,100,1
abtype1_w45_t0.559.libsvm,45,0.559,900,100,1
abtype1_w45_t0.574.libsvm,45,0.574,900,100,1
abtype1_w45_t0.59.libsvm,45,0.59,900,100,1
abtype1_w45_t0.605.libsvm,45,0.605,900,100,1
abtype1_w50_t0.005.libsvm,50,0.005,900,100,1
abtype1_w50_t0.02.libsvm,50,0.02,900,100,1
abtype1_w50_t0.036.libsvm,50,0.036,900,100,1
abtype1_w50_t0.051.libsvm,50,0.051,900,100,1
abtype1_w50_t0.067.libsvm,50,0.067,900,100,1
abtype1_w50_t0.082.libsvm,50,0.082,900,100,1
abtype1_w50_t0.097.libsvm,50,0.097,900,100,1
abtype1_w50_t0.113.libsvm,50,0.113,900,100,1
abtype1_w50_t0.128.libsvm,50,0.128,900,100,1
abtype1_w50_t0.143.libsvm,50,0.143,900,100,1
abtype1_w50_t0.159.libsvm,50,0.159,900,100,1
abtype1_w50_t0.174.libsvm,50,0.174,900,100,1
abtype1_w50_t0.19.libsvm,50,0.19,900,100,1
abtype1_w50_t0.205.libsvm,50,0.205,900,100,1
abtype1_w50_t0.22.libsvm,50,0.22,900,100,1
abtype1_w50_t0.236.libsvm,50,0.236,900,100,1
abtype1_w50_t0.251.libsvm,50,0.251,900,100,1
abtype1_w50_t0.267.libsvm,50,0.267,900,100,1
abtype1_w50_t0.282.libsvm,50,0.282,900,100,1
abtype1_w50_t0.297.libsvm,50,0.297,900,100,1
abtype1_w50_t0.313.libsvm,50,0.313,900,100,1
abtype1_w50_t0.328.libsvm,50,0.328,900,100,1
abtype1_w50_t0.343.libsvm,50,0.343,900,100,1
abtype1_w50_t0.359.libsvm,50,0.359,900,100,1
abtype1_w50_t0.374.libsvm,50,0.374,900,100,1
abtype1_w50_t0.39.libsvm,50,0.39,900,100,1
abtype1_w50_t0.405.libsvm,50,0.405,900,100,1
abtype1_w50_t0.42.libsvm,50,0.42,900,100,1
abtype1_w50_t0.436.libsvm,50,0.436,900,100,1
abtype1_w50_t0.451.libsvm,50,0.451,900,100,1
abtype1_w50_t0.467.libsvm,50,0.467,900,100,1
abtype1_w50_t0.482.libsvm,50,0.482,900,100,1
abtype1_w50_t0.497.libsvm,50,0.497,900,100,1
abtype1_w50_t0.513.libsvm,50,0.513,900,100,1
abtype1_w50_t0.528.libsvm,50,0.528,900,100,1
abtype1_w50_t0.543.libsvm,50,0.543,900,100,1
abtype1_w50_t0.559.libsvm,50,0.559,900,100,1
abtype1_w50_t0.574.libsvm,50,0.574,900,100,1
abtype1_w50_t0.59.libsvm,50,0.59,900,100,1
abtype1_w50_t0.605.libsvm,50,0.605,900,100,1
abtype1_w55_t0.005.libsvm,55,0.005,900,100,1
abtype1_w55_t0.02.libsvm,55,0.02,900,100,1
abtype1_w55_t0.036.libsvm,55,0.036,900,100,1
abtype1_w55_t0.051.libsvm,55,0.051,900,100,1
abtype1_w55_t0.067.libsvm,55,0.067,900,100,1
abtype1_w55_t0.082.libsvm,55,0.082,900,100,1
abtype1_w55_t0.097.libsvm,55,0.097,900,100,1
abtype1_w55_t0.113.libsvm,55,0.113,900,100,1
abtype1_w55_t0.128.libsvm,55,0.128,900,100,1
abtype1_w55_t0.143.libsvm,55,0.143,900,100,1
abtype1_w55_t0.159.libsvm,55,0.159,900,100,1
abtype1_w55_t0.174.libsvm,55,0.174,900,100,1
abtype1_w55_t0.19.libsvm,55,0.19,900,100,1
abtype1_w55_t0.205.libsvm,55,0.205,900,100,1
abtype1_w55_t0.22.libsvm,55,0.22,900,100,1
abtype1_w55_t0.236.libsvm,55,0.236,900,100,1
abtype1_w55_t0.251.libsvm,55,0.251,900,100,1
abtype1_w55_t0.267.libsvm,55,0.267,900,100,1
abtype1_w55_t0.282.libsvm,55,0.282,900,100,1
abtype1_w55_t0.297.libsvm,55,0.297,900,100,1
abtype1_w55_t0.313.libsvm,55,0.313,900,100,1
abtype1_w55_t0.328.libsvm,55,0.328,900,100,1
abtype1_w55_t0.343.libsvm,55,0.343,900,100,1
abtype1_w55_t0.359.libsvm,55,0.359,900,100,1
abtype1_w55_t0.374.libsvm,55,0.374,900,100,1
abtype1_w55_t0.39.libsvm,55,0.39,900,100,1
abtype1_w55_t0.405.libsvm,55,0.405,900,100,1
abtype1_w55_t0.42.libsvm,55,0.42,900,100,1
abtype1_w55_t0.436.libsvm,55,0.436,900,100,1
abtype1_w55_t0.451.libsvm,55,0.451,900,100,1
abtype1_w55_t0.467.libsvm,55,0.467,900,100,1
abtype1_w55_t0.482.libsvm,55,0.482,900,100,1
abtype1_w55_t0.497.libsvm,55,0.497,900,100,1
abtype1_w55_t0.513.libsvm,55,0.513,900,100,1
abtype1_w55_t0.528.libsvm,55,0.528,900,100,1
abtype1_w55_t0.543.libsvm,55,0.543,900,100,1
abtype1_w55_t0.559.libsvm,55,0.559,900,100,1
abtype1_w55_t0.574.libsvm,55,0.574,900,100,1
abtype1_w55_t0.59.libsvm,55,0.59,900,100,1
abtype1_w55_t0.605.libsvm,55,0.605,900,100,1
abtype1_w60_t0.005.libsvm,60,0.005,900,100,1
abtype1_w60_t0.02.libsvm,60,0.02,900,100,1
abtype1_w60_t0.036.libsvm,60,0.036,900,100,1
abtype1_w60_t0.051.libsvm,60,0.051,900,100,1
abtype1_w60_t0.067.libsvm,60,0.067,900,100,1
abtype1_w60_t0.082.libsvm,60,0.082,900,100,1
abtype1_w60_t0.097.libsvm,60,0.097,900,100,1
abtype1_w60_t0.113.libsvm,60,0.113,900,100,1
abtype1_w60_t0.128.libsvm,60,0.128,900,100,1
abtype1_w60_t0.143.libsvm,60,0.143,900,100,1
abtype1_w60_t0.159.libsvm,60,0.159,900,100,1
abtype1_w60_t0.174.libsvm,60,0.174,900,100,1
abtype1_w60_t0.19.libsvm,60,0.19,900,100,1
abtype1_w60_t0.205.libsvm,60,0.205,900,100,1
abtype1_w60_t0.22.libsvm,60,0.22,900,100,1
abtype1_w60_t0.236.libsvm,60,0.236,900,100,1
abtype1_w60_t0.251.libsvm,60,0.251,900,100,1
abtype1_w60_t0.267.libsvm,60,0.267,900,100,1
abtype1_w60_t0.282.libsvm,60,0.282,900,100,1
abtype1_w60_t0.297.libsvm,60,0.297,900,100,1
abtype1_w60_t0.313.libsvm,60,0.313,900,100,1
abtype1_w60_t0.328.libsvm,60,0.328,900,100,1
abtype1_w60_t0.343.libsvm,60,0.343,900,100,1
abtype1_w60_t0.359.libsvm,60,0.359,900,100,1
abtype1_w60_t0.374.libsvm,60,0.374,900,100,1
abtype1_w60_t0.39.libsvm,60,0.39,900,100,1
abtype1_w60_t0.405.libsvm,60,0.405,900,100,1
abtype1_w60_t0.42.libsvm,60,0.42,900,100,1
abtype1_w60_t0.436.libsvm,60,0.436,900,100,1
abtype1_w60_t0.451.libsvm,60,0.451,900,100,1
abtype1_w60_t0.467.libsvm,60,0.467,900,100,1
abtype1_w60_t0.482.libsvm,60,0.482,900,100,1
abtype1_w60_t0.497.libsvm,60,0.497,900,100,1
abtype1_w60_t0.513.libsvm,60,0.513,900,100,1
abtype1_w60_t0.528.libsvm,60,0.528,900,100,1
abtype1_w60_t0.543.libsvm,60,0.543,900,100,1
abtype1_w60_t0.559.libsvm,60,0.559,900,100,1
abtype1_w60_t0.574.libsvm,60,0.574,900,100,1
abtype1_w60_t0.59.libsvm,60,0.59,900,100,1
abtype1_w60_t0.605.libsvm,60,0.605,900,100,1
abtype1_w65_t0.005.libsvm,65,0.005,900,100,1
abtype1_w65_t0.02.libsvm,65,0.02,900,100,1
abtype1_w65_t0.036.libsvm,65,0.036,900,100,1
abtype1_w65_t0.051.libsvm,65,0.051,900,100,1
abtype1_w65_t0.067.libsvm,65,0.067,900,100,1
abtype1_w65_t0.082.libsvm,65,0.082,900,100,1
abtype1_w65_t0.097.libsvm,65,0.097,900,100,1
abtype1_w65_t0.113.libsvm,65,0.113,900,100,1
abtype1_w65_t0.128.libsvm,65,0.128,900,100,1
abtype1_w65_t0.143.libsvm,65,0.143,900,100,1
abtype1_w65_t0.159.libsvm,65,0.159,900,100,1
abtype1_w65_t0.174.libsvm,65,0.174,900,100,1
abtype1_w65_t0.19.libsvm,65,0.19,900,100,1
abtype1_w65_t0.205.libsvm,65,0.205,900,100,1
abtype1_w65_t0.22.libsvm,65,0.22,900,100,1
abtype1_w65_t0.236.libsvm,65,0.236,900,100,1
abtype1_w65_t0.251.libsvm,65,0.251,900,100,1
abtype1_w65_t0.267.libsvm,65,0.267,900,100,1
abtype1_w65_t0.282.libsvm,65,0.282,900,100,1
abtype1_w65_t0.297.libsvm,65,0.297,900,100,1
abtype1_w65_t0.313.libsvm,65,0.313,900,100,1
abtype1_w65_t0.328.libsvm,65,0.328,900,100,1
abtype1_w65_t0.343.libsvm,65,0.343,900,100,1
abtype1_w65_t0.359.libsvm,65,0.359,900,100,1
abtype1_w65_t0.374.libsvm,65,0.374,900,100,1
